Species,Latitude,Longitude
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.6716667,-90.2487
Naesiotus reibischii,-0.671882629,-90.24839904
Naesiotus hirsutus,-0.6567,-90.2463333
Naesiotus reibischii,-0.6567,-90.2463333
Naesiotus akamatus,-0.6567,-90.2463333
Naesiotus n.sp. Yannickus,-0.656609042,-90.24629384
Naesiotus akamatus,-0.656609042,-90.24629384
Naesiotus hirsutus,-0.656609042,-90.24629384
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus n.sp.SC-2,-0.658667218,-90.2460615
Naesiotus hirsutus,-0.655875122,-90.24583602
Naesiotus akamatus,-0.655875122,-90.24583602
Naesiotus hirsutus,-0.653987937,-90.24545196
Naesiotus hirsutus,-0.654948838,-90.24535901
Naesiotus akamatus,-0.654998291,-90.2453456
Naesiotus akamatus,-0.653441269,-90.24526798
Naesiotus reibischii,-0.655233823,-90.24514904
Naesiotus kublerensis,-0.651557771,-90.24494377
Naesiotus kublerensis,-0.651557771,-90.24494377
Naesiotus kublerensis,-0.651557771,-90.24494377
Naesiotus kublerensis,-0.651557771,-90.24494377
Naesiotus kublerensis,-0.651557771,-90.24494377
Naesiotus kublerensis,-0.651557771,-90.24494377
Naesiotus kublerensis,-0.651557771,-90.24494377
Naesiotus akamatus,-0.651557771,-90.24494377
Naesiotus akamatus,-0.651557771,-90.24494377
Naesiotus akamatus,-0.651557771,-90.24494377
Naesiotus akamatus,-0.651557771,-90.24494377
Naesiotus akamatus,-0.651557771,-90.24494377
Naesiotus akamatus,-0.651557771,-90.24494377
Naesiotus akamatus,-0.651557771,-90.24494377
Naesiotus akamatus,-0.651557771,-90.24494377
Naesiotus akamatus,-0.651557771,-90.24494377
Naesiotus reibischii,-0.651557771,-90.24494377
Naesiotus reibischii,-0.651557771,-90.24494377
Naesiotus reibischii,-0.651557771,-90.24494377
Naesiotus reibischii,-0.651557771,-90.24494377
Naesiotus reibischii,-0.651557771,-90.24494377
Naesiotus hirsutus,-0.651557771,-90.24494377
Naesiotus hirsutus,-0.651557771,-90.24494377
Naesiotus hirsutus,-0.651557771,-90.24494377
Naesiotus akamatus,-0.655813012,-90.244724
Naesiotus hirsutus,-0.65271724,-90.24442904
Naesiotus akamatus,-0.65271724,-90.24442904
Naesiotus reibischii,-0.65271724,-90.24442904
Naesiotus hirsutus,-0.6603333,-90.2440833
Naesiotus akamatus,-0.656514913,-90.24396401
Naesiotus hirsutus,-0.657420326,-90.24343603
Naesiotus akamatus,-0.657420326,-90.24343603
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus reibischii,-0.658332696,-90.24328499
Naesiotus adelphus,-0.67333333,-90.24277778
Naesiotus kublerensis,-0.6732333,-90.2427
Naesiotus wolfi,-0.6732333,-90.2427
Naesiotus wolfi,-0.6732333,-90.2427
Naesiotus wolfi,-0.6732333,-90.2427
Naesiotus wolfi,-0.6732333,-90.2427
Naesiotus wolfi,-0.6732333,-90.2427
Naesiotus wolfi,-0.6732333,-90.2427
Naesiotus n.sp.SC-2,-0.6593333,-90.2426833
Naesiotus hirsutus,-0.6593333,-90.2426833
Naesiotus akamatus,-0.6593333,-90.2426833
Naesiotus wolfi,-0.672054626,-90.24262802
Naesiotus hirsutus,-0.660165818,-90.24231797
Naesiotus akamatus,-0.660165818,-90.24231797
Naesiotus akamatus,-0.660165818,-90.24231797
Naesiotus akamatus,-0.660165818,-90.24231797
Naesiotus akamatus,-0.660165818,-90.24231797
Naesiotus akamatus,-0.660165818,-90.24231797
Naesiotus akamatus,-0.660165818,-90.24231797
Naesiotus akamatus,-0.660165818,-90.24231797
Naesiotus akamatus,-0.660165818,-90.24231797
Naesiotus akamatus,-0.660165818,-90.24231797
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.6732,-90.242
Naesiotus hirsutus,-0.660981461,-90.24198202
Naesiotus akamatus,-0.660981461,-90.24198202
Naesiotus akamatus,-0.660981461,-90.24198202
Naesiotus akamatus,-0.660981461,-90.24198202
Naesiotus akamatus,-0.660981461,-90.24198202
Naesiotus akamatus,-0.660981461,-90.24198202
Naesiotus akamatus,-0.660981461,-90.24198202
Naesiotus akamatus,-0.660981461,-90.24198202
Naesiotus akamatus,-0.660981461,-90.24198202
Naesiotus hirsutus,-0.673148632,-90.241935
Naesiotus adelphus,-0.673148632,-90.241935
Naesiotus adelphus,-0.668009939,-90.24137903
Naesiotus hirsutus,-0.668009939,-90.24137903
Naesiotus akamatus,-0.661710603,-90.24137702
Naesiotus akamatus,-0.663424116,-90.24132103
Naesiotus adelphus,-0.66489229,-90.24110503
Naesiotus wolfi,-0.66643456,-90.24095901
Naesiotus kublerensis,-0.67225,-90.24033
Naesiotus n.sp.SC-1,-0.67225,-90.24033
Naesiotus wolfi,-0.67225,-90.24033
Naesiotus wolfi,-0.67225,-90.24033
Naesiotus wolfi,-0.67225,-90.24033
Naesiotus wolfi,-0.67225,-90.24033
Naesiotus wolfi,-0.67225,-90.24033
Naesiotus wolfi,-0.67225,-90.24033
Naesiotus wolfi,-0.67225,-90.24033
Naesiotus n.sp.SC-2,-0.6591,-90.2398333
Naesiotus hirsutus,-0.6591,-90.2398333
Naesiotus reibischii,-0.67320236,-90.23878098
Naesiotus adelphus,-0.67320236,-90.23878098
Naesiotus reibischii,-0.6597333,-90.2384167
Naesiotus wolfi,-0.675,-90.2375
Naesiotus n.sp.SC-3,-0.675,-90.2375
Naesiotus reibischii,-0.675535882,-90.23698398
Naesiotus adelphus,-0.675535882,-90.23698398
Naesiotus reibischii,-0.6595833,-90.2369667
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus reibischii,-0.659576738,-90.23696202
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp.SC-2,-0.6755667,-90.23695
Naesiotus n.sp. Yannickus,-0.6755667,-90.23695
Naesiotus wolfi,-0.6755667,-90.23695
Naesiotus reibischii,-0.6755667,-90.23695
Naesiotus reibischii,-0.6755667,-90.23695
Naesiotus n.sp. Yannickus,-0.6755667,-90.23695
Naesiotus reibischii,-0.6755667,-90.23695
Naesiotus n.sp. Yannickus,-0.6755667,-90.23695
Naesiotus n.sp. Yannickus,-0.6755667,-90.23695
Naesiotus kublerensis,-0.6755667,-90.23695
Naesiotus kublerensis,-0.6755667,-90.23695
Naesiotus akamatus,-0.658959495,-90.23568604
Naesiotus hirsutus,-0.65868197,-90.23466798
Naesiotus reibischii,-0.65868197,-90.23466798
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus n.sp.SC-1,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus akamatus,-0.6763167,-90.23457
Naesiotus akamatus,-0.6763167,-90.23457
Naesiotus akamatus,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus akamatus,-0.6763167,-90.23457
Naesiotus akamatus,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus akamatus,-0.6763167,-90.23457
Naesiotus akamatus,-0.6763167,-90.23457
Naesiotus akamatus,-0.6763167,-90.23457
Naesiotus wolfi,-0.6763167,-90.23457
Naesiotus adelphus,-0.676716138,-90.23428601
Naesiotus wolfi,-0.6766167,-90.23422
Naesiotus hirsutus,-0.658436464,-90.23364698
Naesiotus akamatus,-0.658436464,-90.23364698
Naesiotus reibischii,-0.658436464,-90.23364698
Naesiotus hirsutus,-0.657753758,-90.23184696
Naesiotus hirsutus,-0.658661686,-90.23163297
Naesiotus adelphus,-0.678201998,-90.23153398
Naesiotus reibischii,-0.678201998,-90.23153398
Naesiotus reibischii,-0.657146741,-90.23092101
Naesiotus hirsutus,-0.657146741,-90.23092101
Naesiotus hirsutus,-0.656211739,-90.23047602
Naesiotus hirsutus,-0.655976962,-90.22966297
Naesiotus kublerensis,-0.677998066,-90.22553103
Naesiotus hirsutus,-0.678455466,-90.22475403
Naesiotus hirsutus,-0.683099627,-90.22331502
Naesiotus hirsutus,-0.686018039,-90.22325099
Naesiotus hirsutus,-0.684007807,-90.22316901
Naesiotus hirsutus,-0.685988031,-90.22299098
Naesiotus hirsutus,-0.68611111,-90.22277778
Naesiotus hirsutus,-0.689449,-90.221999
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus wolfi,-0.700633144,-90.45586087
Naesiotus akamatus,-0.700633144,-90.45586087
Naesiotus akamatus,-0.655861376,-90.24576553
Naesiotus ochsneri,-0.616635662,-90.42327253
